model,seed,metric,target_condition,n_target,target_performance,target_ci_low,target_ci_high,target_half_width,target_half_width_tolerance,target_within_tolerance
EfficientNetV2B0,1,precision,BOSQUE light,105,0.9491525423728814,0.8867654986522912,1.0,0.056617250673854425,0.1,True
EfficientNetV2B0,2,precision,BOSQUE light,105,0.918032786885246,0.8421052631578947,0.9827586206896552,0.07032667876588028,0.1,True
EfficientNetV2B0,3,precision,BOSQUE light,105,0.935483870967742,0.8666666666666667,0.9850746268656716,0.05920398009950245,0.1,True
EfficientNetV2B0,4,precision,BOSQUE light,105,0.9423076923076924,0.8695652173913043,1.0,0.06521739130434784,0.1,True
EfficientNetV2B0,5,precision,BOSQUE light,105,0.9473684210526316,0.8823529411764706,1.0,0.05882352941176472,0.1,True
MobileNetV2,1,precision,BOSQUE light,105,0.92,0.8363636363636363,0.9814814814814816,0.07255892255892266,0.1,True
MobileNetV2,2,precision,BOSQUE light,105,0.8888888888888888,0.7878787878787878,0.975,0.09356060606060607,0.1,True
MobileNetV2,3,precision,BOSQUE light,105,0.9148936170212766,0.8260869565217391,0.9803921568627452,0.07715260017050302,0.1,True
MobileNetV2,4,precision,BOSQUE light,105,0.9215686274509804,0.8392857142857143,0.9821428571428572,0.07142857142857145,0.1,True
MobileNetV2,5,precision,BOSQUE light,105,0.9555555555555556,0.8863636363636364,1.0,0.05681818181818182,0.1,True
ResNet50,1,precision,BOSQUE light,105,0.9555555555555556,0.8863636363636364,1.0,0.05681818181818182,0.1,True
ResNet50,2,precision,BOSQUE light,105,0.92,0.8372093023255814,0.9818181818181818,0.07230443974630019,0.1,True
ResNet50,3,precision,BOSQUE light,105,0.9411764705882352,0.8679245283018868,1.0,0.06603773584905659,0.1,True
ResNet50,4,precision,BOSQUE light,105,0.9565217391304348,0.8888888888888888,1.0,0.05555555555555558,0.1,True
ResNet50,5,precision,BOSQUE light,105,0.9361702127659576,0.8571428571428571,1.0,0.07142857142857145,0.1,True
VGG16,1,precision,BOSQUE light,105,0.8958333333333334,0.8035714285714286,0.9767441860465116,0.08658637873754149,0.1,True
VGG16,2,precision,BOSQUE light,105,0.9230769230769232,0.8275862068965517,1.0,0.08620689655172414,0.1,True
VGG16,3,precision,BOSQUE light,105,0.9166666666666666,0.8333333333333334,0.981132075471698,0.07389937106918232,0.1,True
VGG16,4,precision,BOSQUE light,105,0.9111111111111112,0.8181818181818182,0.9791666666666666,0.0804924242424242,0.1,True
VGG16,5,precision,BOSQUE light,105,0.9545454545454546,0.8837209302325582,1.0,0.05813953488372092,0.1,True
DenseNet121,1,precision,BOSQUE dark,46,0.8461538461538461,0.625,1.0,0.1875,0.1,False
DenseNet121,2,precision,BOSQUE dark,46,0.75,0.5,0.9411764705882352,0.22058823529411759,0.1,False
DenseNet121,3,precision,BOSQUE dark,46,0.8571428571428571,0.6428571428571429,1.0,0.17857142857142855,0.1,False
DenseNet121,4,precision,BOSQUE dark,46,0.8,0.5,1.0,0.25,0.1,False
DenseNet121,5,precision,BOSQUE dark,46,0.8461538461538461,0.6153846153846154,1.0,0.1923076923076923,0.1,False
EfficientNetV2B0,1,precision,BOSQUE dark,46,0.7647058823529411,0.5454545454545454,0.9473684210526316,0.2009569377990431,0.1,False
